5 0.0000 0.0000
15.0 0.4106 0.0000
25.0 0.9531 0.0489
35.0 1.3343 0.1417
45.0 0.4741 0.0000
55.0 0.0098 0.0000
65.0 0.4936 0.0147
75.0 1.1632 0.1662
85.0 1.3783 0.1906
95.0 1.4712 0.2835
100 1.4516 0.2835
