5 0.00 0.00
10.0 0.14 0.00
15.0 0.10 0.01
20.0 0.06 0.00
25.0 0.50 0.13
30.0 0.04 0.00
35.0 0.56 0.22
40.0 0.88 0.23
45.0 0.47 0.06
50.0 0.14 0.00
55.0 0.00 0.00
60.0 0.16 0.01
65.0 0.43 0.01
70.0 0.73 0.04
75.0 1.19 0.24
80.0 1.41 0.34
85.0 1.71 0.39
90.0 1.69 0.40
95.0 1.40 0.44
100.0 1.35 0.49
