5,0.02,0,0
15,0.13,0,0
25,1.06,0.43,40.56603774
35,1.63,0.57,34.96932515
45,0.92,0.4,43.47826087
55,0.07,0,0
65,0.52,0,0
75,1.42,0.53,37.32394366
85,2.06,0.83,40.29126214
95,2.51,0.91,36.25498008
100,2.59,0.94,36.29343629
